variable,estimate,year,month,data_day,equiv_day,geography,concept
Air Carrier,22581,2020,07,2020-07-01,2023-07-01,Seattle-Tacoma International Airport,Airport Operations
Air Taxi,369,2020,07,2020-07-01,2023-07-01,Seattle-Tacoma International Airport,Airport Operations
General Aviation,256,2020,07,2020-07-01,2023-07-01,Seattle-Tacoma International Airport,Airport Operations
Military,17,2020,07,2020-07-01,2023-07-01,Seattle-Tacoma International Airport,Airport Operations
OPERATIONS GRAND TOTAL,23223,2020,07,2020-07-01,2023-07-01,Seattle-Tacoma International Airport,Airport Operations
Domestic Passengers - IN,760996,2020,08,2020-08-01,2023-08-01,Seattle-Tacoma International Airport,Airport Operations
Domestic Passengers - OUT,764354,2020,08,2020-08-01,2023-08-01,Seattle-Tacoma International Airport,Airport Operations
Subtotal - Domestic Passengers,1525350,2020,08,2020-08-01,2023-08-01,Seattle-Tacoma International Airport,Airport Operations
International Passengers - IN,20781,2020,08,2020-08-01,2023-08-01,Seattle-Tacoma International Airport,Airport Operations
International Passengers - OUT,20649,2020,08,2020-08-01,2023-08-01,Seattle-Tacoma International Airport,Airport Operations
Subtotal - International Passengers,41430,2020,08,2020-08-01,2023-08-01,Seattle-Tacoma International Airport,Airport Operations
Total Passengers - IN,781777,2020,08,2020-08-01,2023-08-01,Seattle-Tacoma International Airport,Airport Operations
Total Passengers - OUT,785003,2020,08,2020-08-01,2023-08-01,Seattle-Tacoma International Airport,Airport Operations
PASSENGER GRAND TOTAL,1566780,2020,08,2020-08-01,2023-08-01,Seattle-Tacoma International Airport,Airport Operations
Domestic Air Freight - IN,16002,2020,08,2020-08-01,2023-08-01,Seattle-Tacoma International Airport,Airport Operations
Domestic Air Freight - OUT,14613,2020,08,2020-08-01,2023-08-01,Seattle-Tacoma International Airport,Airport Operations
Subtotal - Domestic Air Freight,30615,2020,08,2020-08-01,2023-08-01,Seattle-Tacoma International Airport,Airport Operations
International Air Freight - IN,3839,2020,08,2020-08-01,2023-08-01,Seattle-Tacoma International Airport,Airport Operations
International Air Freight - OUT,5089,2020,08,2020-08-01,2023-08-01,Seattle-Tacoma International Airport,Airport Operations
Subtotal - International Air Freight,8928,2020,08,2020-08-01,2023-08-01,Seattle-Tacoma International Airport,Airport Operations
Total Air Freight - IN,19841,2020,08,2020-08-01,2023-08-01,Seattle-Tacoma International Airport,Airport Operations
Total Air Freight - OUT,19702,2020,08,2020-08-01,2023-08-01,Seattle-Tacoma International Airport,Airport Operations
Air Freight Grand Total,39543,2020,08,2020-08-01,2023-08-01,Seattle-Tacoma International Airport,Airport Operations
Domestic Air Mail - IN,0,2020,08,2020-08-01,2023-08-01,Seattle-Tacoma International Airport,Airport Operations
Domestic Air Mail - OUT,0,2020,08,2020-08-01,2023-08-01,Seattle-Tacoma International Airport,Airport Operations
Subtotal - Domestic Air Mail,0,2020,08,2020-08-01,2023-08-01,Seattle-Tacoma International Airport,Airport Operations
International Air Mail - IN,0,2020,08,2020-08-01,2023-08-01,Seattle-Tacoma International Airport,Airport Operations
International Air Mail - OUT,0,2020,08,2020-08-01,2023-08-01,Seattle-Tacoma International Airport,Airport Operations
Subtotal - International Air Mail,0,2020,08,2020-08-01,2023-08-01,Seattle-Tacoma International Airport,Airport Operations
Total Air Mail - IN,0,2020,08,2020-08-01,2023-08-01,Seattle-Tacoma International Airport,Airport Operations
Total Air Mail - OUT,0,2020,08,2020-08-01,2023-08-01,Seattle-Tacoma International Airport,Airport Operations
Air Mail Grand Total,0,2020,08,2020-08-01,2023-08-01,Seattle-Tacoma International Airport,Airport Operations
Total Cargo - IN,19841,2020,08,2020-08-01,2023-08-01,Seattle-Tacoma International Airport,Airport Operations
Total Cargo - OUT,19702,2020,08,2020-08-01,2023-08-01,Seattle-Tacoma International Airport,Airport Operations
CARGO GRAND TOTAL,39543,2020,08,2020-08-01,2023-08-01,Seattle-Tacoma International Airport,Airport Operations
Air Carrier,26752,2020,08,2020-08-01,2023-08-01,Seattle-Tacoma International Airport,Airport Operations
Air Taxi,391,2020,08,2020-08-01,2023-08-01,Seattle-Tacoma International Airport,Airport Operations
General Aviation,210,2020,08,2020-08-01,2023-08-01,Seattle-Tacoma International Airport,Airport Operations
Military,15,2020,08,2020-08-01,2023-08-01,Seattle-Tacoma International Airport,Airport Operations
OPERATIONS GRAND TOTAL,27368,2020,08,2020-08-01,2023-08-01,Seattle-Tacoma International Airport,Airport Operations
Domestic Passengers - IN,722853,2020,09,2020-09-01,2023-09-01,Seattle-Tacoma International Airport,Airport Operations
Domestic Passengers - OUT,727299,2020,09,2020-09-01,2023-09-01,Seattle-Tacoma International Airport,Airport Operations
Subtotal - Domestic Passengers,1450152,2020,09,2020-09-01,2023-09-01,Seattle-Tacoma International Airport,Airport Operations
International Passengers - IN,19313,2020,09,2020-09-01,2023-09-01,Seattle-Tacoma International Airport,Airport Operations
International Passengers - OUT,20683,2020,09,2020-09-01,2023-09-01,Seattle-Tacoma International Airport,Airport Operations
Subtotal - International Passengers,39996,2020,09,2020-09-01,2023-09-01,Seattle-Tacoma International Airport,Airport Operations
Total Passengers - IN,742166,2020,09,2020-09-01,2023-09-01,Seattle-Tacoma International Airport,Airport Operations
Total Passengers - OUT,747982,2020,09,2020-09-01,2023-09-01,Seattle-Tacoma International Airport,Airport Operations
PASSENGER GRAND TOTAL,1490148,2020,09,2020-09-01,2023-09-01,Seattle-Tacoma International Airport,Airport Operations
Domestic Air Freight - IN,17014,2020,09,2020-09-01,2023-09-01,Seattle-Tacoma International Airport,Airport Operations
Domestic Air Freight - OUT,14540,2020,09,2020-09-01,2023-09-01,Seattle-Tacoma International Airport,Airport Operations
Subtotal - Domestic Air Freight,31554,2020,09,2020-09-01,2023-09-01,Seattle-Tacoma International Airport,Airport Operations
International Air Freight - IN,2810,2020,09,2020-09-01,2023-09-01,Seattle-Tacoma International Airport,Airport Operations
International Air Freight - OUT,4100,2020,09,2020-09-01,2023-09-01,Seattle-Tacoma International Airport,Airport Operations
Subtotal - International Air Freight,6910,2020,09,2020-09-01,2023-09-01,Seattle-Tacoma International Airport,Airport Operations
Total Air Freight - IN,19824,2020,09,2020-09-01,2023-09-01,Seattle-Tacoma International Airport,Airport Operations
Total Air Freight - OUT,18640,2020,09,2020-09-01,2023-09-01,Seattle-Tacoma International Airport,Airport Operations
Air Freight Grand Total,38464,2020,09,2020-09-01,2023-09-01,Seattle-Tacoma International Airport,Airport Operations
Domestic Air Mail - IN,0,2020,09,2020-09-01,2023-09-01,Seattle-Tacoma International Airport,Airport Operations
Domestic Air Mail - OUT,0,2020,09,2020-09-01,2023-09-01,Seattle-Tacoma International Airport,Airport Operations
Subtotal - Domestic Air Mail,0,2020,09,2020-09-01,2023-09-01,Seattle-Tacoma International Airport,Airport Operations
International Air Mail - IN,0,2020,09,2020-09-01,2023-09-01,Seattle-Tacoma International Airport,Airport Operations
International Air Mail - OUT,0,2020,09,2020-09-01,2023-09-01,Seattle-Tacoma International Airport,Airport Operations
Subtotal - International Air Mail,0,2020,09,2020-09-01,2023-09-01,Seattle-Tacoma International Airport,Airport Operations
Total Air Mail - IN,0,2020,09,2020-09-01,2023-09-01,Seattle-Tacoma International Airport,Airport Operations
Total Air Mail - OUT,0,2020,09,2020-09-01,2023-09-01,Seattle-Tacoma International Airport,Airport Operations
Air Mail Grand Total,0,2020,09,2020-09-01,2023-09-01,Seattle-Tacoma International Airport,Airport Operations
Total Cargo - IN,19824,2020,09,2020-09-01,2023-09-01,Seattle-Tacoma International Airport,Airport Operations
Total Cargo - OUT,18640,2020,09,2020-09-01,2023-09-01,Seattle-Tacoma International Airport,Airport Operations
CARGO GRAND TOTAL,38464,2020,09,2020-09-01,2023-09-01,Seattle-Tacoma International Airport,Airport Operations
Air Carrier,24430,2020,09,2020-09-01,2023-09-01,Seattle-Tacoma International Airport,Airport Operations
Air Taxi,336,2020,09,2020-09-01,2023-09-01,Seattle-Tacoma International Airport,Airport Operations
General Aviation,128,2020,09,2020-09-01,2023-09-01,Seattle-Tacoma International Airport,Airport Operations
Military,5,2020,09,2020-09-01,2023-09-01,Seattle-Tacoma International Airport,Airport Operations
OPERATIONS GRAND TOTAL,24899,2020,09,2020-09-01,2023-09-01,Seattle-Tacoma International Airport,Airport Operations
Domestic Passengers - IN,760113,2020,10,2020-10-01,2023-10-01,Seattle-Tacoma International Airport,Airport Operations
Domestic Passengers - OUT,776762,2020,10,2020-10-01,2023-10-01,Seattle-Tacoma International Airport,Airport Operations
Subtotal - Domestic Passengers,1536875,2020,10,2020-10-01,2023-10-01,Seattle-Tacoma International Airport,Airport Operations
International Passengers - IN,24763,2020,10,2020-10-01,2023-10-01,Seattle-Tacoma International Airport,Airport Operations
International Passengers - OUT,29667,2020,10,2020-10-01,2023-10-01,Seattle-Tacoma International Airport,Airport Operations
Subtotal - International Passengers,54430,2020,10,2020-10-01,2023-10-01,Seattle-Tacoma International Airport,Airport Operations
Total Passengers - IN,784876,2020,10,2020-10-01,2023-10-01,Seattle-Tacoma International Airport,Airport Operations
Total Passengers - OUT,806429,2020,10,2020-10-01,2023-10-01,Seattle-Tacoma International Airport,Airport Operations
PASSENGER GRAND TOTAL,1591305,2020,10,2020-10-01,2023-10-01,Seattle-Tacoma International Airport,Airport Operations
Domestic Air Freight - IN,17067,2020,10,2020-10-01,2023-10-01,Seattle-Tacoma International Airport,Airport Operations
Domestic Air Freight - OUT,15615,2020,10,2020-10-01,2023-10-01,Seattle-Tacoma International Airport,Airport Operations
Subtotal - Domestic Air Freight,32682,2020,10,2020-10-01,2023-10-01,Seattle-Tacoma International Airport,Airport Operations
International Air Freight - IN,3423,2020,10,2020-10-01,2023-10-01,Seattle-Tacoma International Airport,Airport Operations
International Air Freight - OUT,4176,2020,10,2020-10-01,2023-10-01,Seattle-Tacoma International Airport,Airport Operations
Subtotal - International Air Freight,7599,2020,10,2020-10-01,2023-10-01,Seattle-Tacoma International Airport,Airport Operations
Total Air Freight - IN,20490,2020,10,2020-10-01,2023-10-01,Seattle-Tacoma International Airport,Airport Operations
Total Air Freight - OUT,19791,2020,10,2020-10-01,2023-10-01,Seattle-Tacoma International Airport,Airport Operations
Air Freight Grand Total,40281,2020,10,2020-10-01,2023-10-01,Seattle-Tacoma International Airport,Airport Operations
Domestic Air Mail - IN,0,2020,10,2020-10-01,2023-10-01,Seattle-Tacoma International Airport,Airport Operations
Domestic Air Mail - OUT,0,2020,10,2020-10-01,2023-10-01,Seattle-Tacoma International Airport,Airport Operations
Subtotal - Domestic Air Mail,0,2020,10,2020-10-01,2023-10-01,Seattle-Tacoma International Airport,Airport Operations
International Air Mail - IN,0,2020,10,2020-10-01,2023-10-01,Seattle-Tacoma International Airport,Airport Operations
International Air Mail - OUT,0,2020,10,2020-10-01,2023-10-01,Seattle-Tacoma International Airport,Airport Operations
Subtotal - International Air Mail,0,2020,10,2020-10-01,2023-10-01,Seattle-Tacoma International Airport,Airport Operations
Total Air Mail - IN,0,2020,10,2020-10-01,2023-10-01,Seattle-Tacoma International Airport,Airport Operations
Total Air Mail - OUT,0,2020,10,2020-10-01,2023-10-01,Seattle-Tacoma International Airport,Airport Operations
Air Mail Grand Total,0,2020,10,2020-10-01,2023-10-01,Seattle-Tacoma International Airport,Airport Operations
Total Cargo - IN,20490,2020,10,2020-10-01,2023-10-01,Seattle-Tacoma International Airport,Airport Operations
Total Cargo - OUT,19791,2020,10,2020-10-01,2023-10-01,Seattle-Tacoma International Airport,Airport Operations
CARGO GRAND TOTAL,40281,2020,10,2020-10-01,2023-10-01,Seattle-Tacoma International Airport,Airport Operations
Air Carrier,25938,2020,10,2020-10-01,2023-10-01,Seattle-Tacoma International Airport,Airport Operations
Air Taxi,326,2020,10,2020-10-01,2023-10-01,Seattle-Tacoma International Airport,Airport Operations
General Aviation,101,2020,10,2020-10-01,2023-10-01,Seattle-Tacoma International Airport,Airport Operations
Military,10,2020,10,2020-10-01,2023-10-01,Seattle-Tacoma International Airport,Airport Operations
OPERATIONS GRAND TOTAL,26375,2020,10,2020-10-01,2023-10-01,Seattle-Tacoma International Airport,Airport Operations
Domestic Passengers - IN,677201,2020,11,2020-11-01,2023-11-01,Seattle-Tacoma International Airport,Airport Operations
Domestic Passengers - OUT,670806,2020,11,2020-11-01,2023-11-01,Seattle-Tacoma International Airport,Airport Operations
Subtotal - Domestic Passengers,1348007,2020,11,2020-11-01,2023-11-01,Seattle-Tacoma International Airport,Airport Operations
International Passengers - IN,30840,2020,11,2020-11-01,2023-11-01,Seattle-Tacoma International Airport,Airport Operations
International Passengers - OUT,37706,2020,11,2020-11-01,2023-11-01,Seattle-Tacoma International Airport,Airport Operations
Subtotal - International Passengers,68546,2020,11,2020-11-01,2023-11-01,Seattle-Tacoma International Airport,Airport Operations
Total Passengers - IN,708041,2020,11,2020-11-01,2023-11-01,Seattle-Tacoma International Airport,Airport Operations
Total Passengers - OUT,708512,2020,11,2020-11-01,2023-11-01,Seattle-Tacoma International Airport,Airport Operations
PASSENGER GRAND TOTAL,1416553,2020,11,2020-11-01,2023-11-01,Seattle-Tacoma International Airport,Airport Operations
Domestic Air Freight - IN,15382,2020,11,2020-11-01,2023-11-01,Seattle-Tacoma International Airport,Airport Operations
Domestic Air Freight - OUT,13995,2020,11,2020-11-01,2023-11-01,Seattle-Tacoma International Airport,Airport Operations
Subtotal - Domestic Air Freight,29377,2020,11,2020-11-01,2023-11-01,Seattle-Tacoma International Airport,Airport Operations
International Air Freight - IN,4146,2020,11,2020-11-01,2023-11-01,Seattle-Tacoma International Airport,Airport Operations
International Air Freight - OUT,4023,2020,11,2020-11-01,2023-11-01,Seattle-Tacoma International Airport,Airport Operations
Subtotal - International Air Freight,8169,2020,11,2020-11-01,2023-11-01,Seattle-Tacoma International Airport,Airport Operations
Total Air Freight - IN,19528,2020,11,2020-11-01,2023-11-01,Seattle-Tacoma International Airport,Airport Operations
Total Air Freight - OUT,18019,2020,11,2020-11-01,2023-11-01,Seattle-Tacoma International Airport,Airport Operations
Air Freight Grand Total,37547,2020,11,2020-11-01,2023-11-01,Seattle-Tacoma International Airport,Airport Operations
Domestic Air Mail - IN,0,2020,11,2020-11-01,2023-11-01,Seattle-Tacoma International Airport,Airport Operations
Domestic Air Mail - OUT,0,2020,11,2020-11-01,2023-11-01,Seattle-Tacoma International Airport,Airport Operations
Subtotal - Domestic Air Mail,0,2020,11,2020-11-01,2023-11-01,Seattle-Tacoma International Airport,Airport Operations
International Air Mail - IN,0,2020,11,2020-11-01,2023-11-01,Seattle-Tacoma International Airport,Airport Operations
International Air Mail - OUT,0,2020,11,2020-11-01,2023-11-01,Seattle-Tacoma International Airport,Airport Operations
Subtotal - International Air Mail,0,2020,11,2020-11-01,2023-11-01,Seattle-Tacoma International Airport,Airport Operations
Total Air Mail - IN,0,2020,11,2020-11-01,2023-11-01,Seattle-Tacoma International Airport,Airport Operations
Total Air Mail - OUT,0,2020,11,2020-11-01,2023-11-01,Seattle-Tacoma International Airport,Airport Operations
Air Mail Grand Total,0,2020,11,2020-11-01,2023-11-01,Seattle-Tacoma International Airport,Airport Operations
Total Cargo - IN,19528,2020,11,2020-11-01,2023-11-01,Seattle-Tacoma International Airport,Airport Operations
Total Cargo - OUT,18019,2020,11,2020-11-01,2023-11-01,Seattle-Tacoma International Airport,Airport Operations
